customer_id,age,gender,marital_status,education_level,employment_status,region,customer_tenure_years,annual_income,employment_years,savings_balance,monthly_expenses,existing_loans,num_delinquencies,recent_credit_inquiries,loan_amount,credit_score,debt_to_income_ratio,kyc_verified,document_match_score,face_match_score,liveness_score,device_trust_score,transaction_velocity,avg_txn_amount,cash_out_ratio,account_age_months,geo_risk_score,rule_engine_hits,fraud_probability_true,fraud_label
C021287,78,Female,Single,Master,Unemployed,North,5.1,205037.0,1.0,63853.0,12157.0,4,0,0,11705.0,804.0,0.069,1,0.953,0.893,0.89,0.701,15.39,500.0,0.976,10.0,0.257,0,0.0058,0
C021288,52,Female,Single,High School,Salaried,North,4.6,150000.0,4.6,20225.0,7556.0,5,0,5,18317.0,709.0,0.076,1,0.754,1.0,0.865,0.824,1.97,3135.0,0.561,103.0,0.486,1,0.207,0
C021289,57,Female,Married,Associate,Salaried,North,2.0,150000.0,2.0,26538.0,10662.0,5,4,6,12413.0,587.0,0.104,1,0.888,0.984,0.976,0.937,4.7,857.0,0.92,64.0,0.34,2,0.9836,1
C021290,29,Male,Married,Associate,Salaried,West,12.4,150000.0,8.0,34619.0,7492.0,2,1,5,22065.0,672.0,0.152,1,0.924,1.0,0.953,0.83,0.31,2035.0,0.425,16.0,0.221,2,0.6613,1
C021291,37,Male,Divorced,Master,Salaried,Central,4.9,150000.0,4.9,10358.0,9300.0,4,0,1,26360.0,741.0,0.163,1,0.896,1.0,0.965,0.589,18.3,3416.0,0.32,18.0,0.315,0,0.0112,0
C021292,74,Female,Divorced,High School,Self-employed,South,2.3,196534.0,2.3,14862.0,6613.0,4,2,2,14532.0,593.0,0.021,1,0.83,0.921,1.0,0.767,4.53,7834.0,0.293,104.0,0.386,1,0.5082,1
C021293,48,Male,Married,Associate,Contract,South,11.1,151798.0,4.0,172452.0,8908.0,4,0,0,17308.0,771.0,0.135,1,0.738,1.0,1.0,0.819,8.75,2731.0,0.691,26.0,0.008,0,0.0105,0
C021294,49,Male,Single,Bachelor,Self-employed,North,5.4,150000.0,5.0,18636.0,11673.0,4,0,2,12999.0,743.0,0.093,1,0.898,0.956,0.914,0.764,1.14,2387.0,0.622,72.0,0.305,0,0.0542,0
C021295,68,Other,Married,High School,Contract,North,2.2,150000.0,2.2,5504.0,8680.0,4,4,2,29973.0,567.0,0.151,1,0.852,0.948,1.0,0.709,2.56,1137.0,0.316,60.0,0.231,1,0.915,1
C021296,38,Male,Single,Associate,Contract,South,1.9,150000.0,1.9,111931.0,5900.0,2,1,2,40991.0,696.0,0.203,1,0.855,0.894,0.991,0.787,1.23,1311.0,0.022,11.0,0.404,1,0.2569,0
C021297,34,Male,Married,PhD,Salaried,South,5.0,150000.0,5.0,57693.0,10342.0,5,0,3,16803.0,780.0,0.072,1,0.941,0.813,0.86,0.894,8.68,10749.0,0.985,79.0,0.283,0,0.066,0
C021298,18,Male,Single,Master,Salaried,North,17.0,150000.0,16.0,61962.0,7150.0,1,0,0,34054.0,784.0,0.274,1,0.755,0.885,0.927,0.829,6.13,2514.0,0.714,79.0,0.135,0,0.0097,0
C021299,32,Female,Married,Bachelor,Salaried,South,11.8,150000.0,9.0,25780.0,9422.0,4,1,0,32883.0,728.0,0.228,1,0.744,0.912,0.941,0.69,18.66,2838.0,0.2,38.0,0.455,1,0.0881,0
C021300,49,Male,Single,Bachelor,Salaried,South,4.2,150000.0,3.0,10928.0,10793.0,3,0,3,23818.0,751.0,0.235,1,1.0,0.964,0.916,0.962,1.68,2369.0,0.089,9.0,0.406,0,0.1596,0
C021301,62,Female,Married,Bachelor,Contract,West,13.9,150000.0,7.0,14971.0,9463.0,0,1,3,19779.0,697.0,0.101,1,0.939,0.832,0.882,0.982,3.75,789.0,0.706,95.0,0.036,1,0.1646,0
C021302,38,Female,Married,Bachelor,Unemployed,South,1.9,150000.0,1.9,31096.0,5000.0,2,0,5,90498.0,677.0,0.557,1,0.949,0.968,0.906,0.736,7.96,3198.0,0.22,14.0,0.22,2,0.313,0
C021303,45,Female,Single,High School,Unemployed,Central,7.5,150000.0,7.5,5747.0,7321.0,1,0,2,45417.0,763.0,0.308,1,0.858,0.976,0.936,0.937,1.28,33333.0,0.33,9.0,0.124,0,0.0398,0
C021304,31,Male,Divorced,Bachelor,Self-employed,Central,3.1,150000.0,2.0,13020.0,6777.0,2,0,3,13258.0,732.0,0.074,1,1.0,0.98,0.923,0.903,7.0,500.0,0.971,23.0,0.323,0,0.0596,0
C021305,68,Male,Single,Bachelor,Unemployed,Central,3.3,150000.0,3.3,22102.0,8141.0,4,0,0,31889.0,705.0,0.191,1,0.997,1.0,0.85,0.748,0.56,2990.0,0.759,59.0,0.266,0,0.0092,0
C021306,50,Female,Single,Bachelor,Salaried,West,3.8,150000.0,3.8,88579.0,7264.0,5,0,6,26630.0,700.0,0.2,1,0.949,0.986,0.773,0.743,13.46,2109.0,0.601,26.0,0.247,1,0.3859,0
C021307,26,Female,Married,Bachelor,Self-employed,North,0.4,150000.0,0.4,63969.0,7863.0,0,0,2,22757.0,794.0,0.159,1,0.911,1.0,0.913,1.0,10.39,1250.0,0.499,29.0,0.135,0,0.0185,0
C021308,55,Male,Married,PhD,Salaried,Central,1.5,150000.0,1.5,7608.0,6194.0,3,1,2,10331.0,682.0,0.038,1,0.916,0.959,0.944,0.897,13.58,1125.0,0.719,58.0,0.158,1,0.1282,0
C021309,38,Male,Married,High School,Salaried,South,2.5,150000.0,2.5,14472.0,6345.0,0,0,1,15400.0,806.0,0.098,1,0.924,1.0,1.0,0.733,4.33,1325.0,0.865,21.0,0.603,0,0.0088,0
C021310,71,Female,Married,Bachelor,Self-employed,North,2.1,150000.0,2.1,14134.0,5000.0,4,0,1,8303.0,788.0,0.068,1,0.867,0.911,0.972,0.943,3.27,1655.0,0.531,6.0,0.217,0,0.0242,0
C021311,34,Female,Single,High School,Salaried,North,5.7,150000.0,5.7,41607.0,7355.0,1,0,3,12639.0,745.0,0.099,1,0.91,0.971,0.912,0.766,3.57,2508.0,0.611,10.0,0.386,0,0.0362,0
C021312,71,Female,Married,Bachelor,Contract,North,3.0,150000.0,0.0,28768.0,5000.0,2,2,1,15993.0,635.0,0.029,1,0.81,0.716,0.894,0.803,1.85,1790.0,0.787,22.0,0.191,1,0.3574,0
C021313,61,Female,Married,Associate,Self-employed,East,6.5,150000.0,2.0,245584.0,7948.0,3,0,2,15897.0,790.0,0.095,1,0.885,0.887,0.975,0.724,2.83,1865.0,0.578,25.0,0.122,0,0.0092,0
C021314,26,Male,Single,High School,Contract,Central,8.9,150000.0,8.9,29314.0,5678.0,4,0,6,10020.0,719.0,0.135,1,0.851,0.784,0.868,0.835,5.55,1815.0,0.977,40.0,0.159,1,0.1818,0
C021315,65,Female,Single,High School,Self-employed,West,14.0,150000.0,5.0,5491.0,8651.0,2,1,1,17540.0,698.0,0.083,1,0.8,0.909,0.944,0.675,4.73,4609.0,0.501,16.0,0.174,1,0.1693,0
C021316,62,Female,Married,Master,Self-employed,South,3.4,150000.0,3.4,65404.0,5546.0,4,0,3,27245.0,692.0,0.188,1,0.996,0.916,0.906,0.809,16.38,1265.0,0.844,33.0,0.207,0,0.2466,0
C021317,46,Male,Married,Bachelor,Salaried,East,0.8,150000.0,0.8,18451.0,8708.0,2,0,1,22965.0,750.0,0.172,1,0.836,0.858,0.978,0.87,3.44,2811.0,0.103,46.0,0.218,0,0.0219,0
C021318,27,Female,Married,Master,Salaried,North,8.3,150000.0,7.0,44401.0,5849.0,0,0,5,15990.0,677.0,0.089,1,0.904,0.866,0.867,0.87,5.19,1338.0,0.695,18.0,0.007,1,0.3811,0
C021319,47,Male,Single,PhD,Contract,North,6.3,150000.0,4.0,33643.0,6963.0,2,0,1,60461.0,720.0,0.36,1,1.0,0.987,0.907,0.946,9.47,1768.0,0.802,44.0,0.308,0,0.068,0
C021320,55,Male,Married,Master,Salaried,East,3.9,150000.0,3.9,16487.0,6538.0,2,2,1,8705.0,679.0,0.04,1,0.914,0.831,0.928,0.78,0.2,7287.0,0.961,25.0,0.416,1,0.091,0
C021321,26,Female,Single,Bachelor,Salaried,West,4.0,150000.0,4.0,24239.0,11418.0,1,0,3,21422.0,776.0,0.15,1,0.847,0.941,0.964,0.909,4.15,672.0,0.606,85.0,0.04,0,0.0334,0
C021322,39,Male,Married,Bachelor,Salaried,North,4.4,150000.0,1.0,21777.0,9202.0,1,0,1,5000.0,795.0,0.066,1,0.86,1.0,0.898,0.838,3.55,1291.0,0.711,22.0,0.0,0,0.0097,0
C021323,61,Female,Single,Bachelor,Salaried,West,3.2,150000.0,3.0,49069.0,6257.0,1,5,1,54636.0,507.0,0.357,0,0.749,0.493,0.58,0.53,4.55,5155.0,0.862,43.0,0.195,1,0.9985,1
C021324,52,Male,Married,High School,Salaried,West,7.0,150000.0,0.0,10550.0,10114.0,5,0,6,33320.0,700.0,0.182,1,0.91,1.0,0.93,0.899,5.64,2209.0,0.128,20.0,0.548,1,0.3724,0
C021325,79,Male,Married,High School,Salaried,East,4.7,150000.0,4.7,6249.0,11005.0,4,0,0,17027.0,715.0,0.126,1,0.924,0.881,0.912,0.92,9.86,2802.0,0.768,16.0,0.068,0,0.0127,0
C021326,31,Female,Single,High School,Self-employed,West,1.5,150000.0,1.5,21667.0,6191.0,5,1,1,22886.0,718.0,0.161,1,1.0,0.86,0.886,0.872,6.55,2221.0,0.356,101.0,0.195,1,0.0447,0
C021327,66,Male,Single,Master,Contract,Central,12.7,150000.0,6.0,28649.0,5092.0,1,0,5,15246.0,707.0,0.093,1,0.88,0.929,0.844,0.858,4.72,1294.0,0.026,48.0,0.351,1,0.1732,0
C021328,44,Female,Married,High School,Unemployed,Central,6.0,150000.0,1.0,70592.0,11865.0,1,0,1,29504.0,739.0,0.227,1,0.772,0.92,0.908,0.624,3.24,2175.0,0.821,120.0,0.28,0,0.0157,0
C021329,31,Male,Married,Master,Self-employed,North,15.8,150000.0,15.8,31583.0,9132.0,3,0,0,37150.0,802.0,0.273,1,0.866,0.866,0.93,0.814,8.16,1844.0,0.357,73.0,0.01,0,0.0107,0
C021330,76,Female,Married,Bachelor,Salaried,West,4.2,150000.0,2.0,13899.0,5000.0,0,0,3,71789.0,669.0,0.446,1,0.843,0.905,0.958,0.75,10.87,764.0,0.433,52.0,0.445,1,0.353,0
C021331,56,Female,Married,PhD,Salaried,South,5.3,150000.0,5.3,26350.0,8264.0,2,1,4,22974.0,722.0,0.083,1,0.902,0.905,0.943,0.718,8.32,1559.0,0.647,19.0,0.0,2,0.3309,0
C021332,51,Male,Divorced,Bachelor,Self-employed,East,4.2,150000.0,4.2,54947.0,5599.0,3,3,0,25819.0,659.0,0.168,1,0.982,0.894,0.919,0.885,6.56,500.0,0.624,20.0,0.244,1,0.7441,1
C021333,36,Male,Married,High School,Salaried,Central,4.9,150000.0,2.0,42001.0,6650.0,4,0,2,23146.0,793.0,0.185,1,0.725,0.961,0.926,0.95,7.87,7457.0,0.903,16.0,0.422,0,0.0327,0
C021334,72,Female,Married,Bachelor,Self-employed,East,3.8,150000.0,3.8,9273.0,10718.0,2,0,1,29090.0,712.0,0.217,1,0.889,0.878,0.963,0.802,5.89,2023.0,0.448,48.0,0.256,0,0.0367,0
C021335,19,Male,Married,High School,Salaried,South,11.4,150000.0,9.0,56373.0,9402.0,3,3,0,7603.0,617.0,0.066,0,0.644,0.464,0.559,0.811,10.32,2774.0,0.79,50.0,0.216,1,0.7386,1
C021336,25,Male,Single,High School,Salaried,North,4.3,150000.0,4.3,5791.0,5764.0,3,1,1,54481.0,700.0,0.389,1,0.706,0.934,0.934,0.865,4.69,3953.0,0.195,42.0,0.405,1,0.1378,0
C021337,29,Female,Single,Bachelor,Self-employed,Central,2.5,150000.0,2.5,22532.0,8254.0,0,0,5,31639.0,752.0,0.214,1,1.0,0.928,0.92,0.718,14.61,1392.0,0.257,21.0,0.086,1,0.1123,0
C021338,58,Male,Single,Associate,Unemployed,North,5.0,150000.0,5.0,16816.0,7215.0,5,0,6,13486.0,785.0,0.062,1,0.849,0.904,0.961,0.781,1.11,1115.0,0.597,47.0,0.18,1,0.0634,0
C021339,24,Female,Married,Bachelor,Self-employed,West,5.6,150000.0,3.0,40219.0,10440.0,3,0,1,11637.0,789.0,0.103,1,0.885,0.967,0.909,0.848,18.21,3493.0,0.374,133.0,0.119,0,0.008,0
C021340,67,Male,Single,Bachelor,Salaried,West,8.7,150000.0,5.0,23538.0,5000.0,1,0,2,14177.0,708.0,0.119,1,0.866,0.849,0.957,0.782,10.92,4228.0,0.248,101.0,0.168,0,0.0764,0
C021341,30,Female,Single,High School,Contract,Central,3.1,150000.0,3.1,3824.0,9222.0,4,0,3,14657.0,709.0,0.066,0,0.626,0.575,0.662,0.584,5.33,866.0,0.018,6.0,0.288,0,0.326,0
C021342,59,Female,Single,High School,Salaried,East,8.2,150000.0,3.0,8905.0,11232.0,0,0,5,9763.0,753.0,0.102,1,0.902,0.924,1.0,0.647,3.64,2923.0,0.331,49.0,0.279,1,0.2392,0
C021343,67,Female,Married,Master,Salaried,Central,13.7,150000.0,3.0,26168.0,10518.0,5,2,4,32093.0,638.0,0.225,1,0.934,0.889,0.932,0.907,7.8,2165.0,0.363,76.0,0.249,2,0.7125,1
C021344,72,Female,Single,Associate,Unemployed,North,1.2,150000.0,1.2,7318.0,8879.0,5,0,2,61872.0,656.0,0.31,1,0.89,0.944,1.0,0.836,7.06,727.0,0.596,37.0,0.0,0,0.2288,0
C021345,36,Male,Married,High School,Salaried,West,3.8,150000.0,3.8,36175.0,10546.0,5,0,5,17983.0,741.0,0.146,1,0.822,0.853,0.973,0.947,5.48,4144.0,0.72,11.0,0.698,1,0.1771,0
C021346,22,Male,Single,Associate,Self-employed,South,13.4,150000.0,1.0,14438.0,7779.0,3,0,3,35185.0,751.0,0.222,1,0.881,0.999,0.959,0.764,8.6,2151.0,0.877,66.0,0.311,0,0.0918,0
C021347,64,Female,Married,Bachelor,Salaried,West,8.1,150000.0,8.1,4758.0,10651.0,1,0,0,6694.0,792.0,0.057,0,0.683,0.699,0.771,0.695,3.56,500.0,0.729,48.0,0.182,0,0.0148,0
C021348,45,Female,Married,Bachelor,Unemployed,West,1.4,150000.0,1.4,53762.0,8470.0,5,0,5,7749.0,719.0,0.051,1,0.847,0.904,0.98,0.825,2.79,839.0,0.759,28.0,0.28,1,0.1285,0
C021349,76,Female,Single,Associate,Salaried,East,3.9,150000.0,3.9,19221.0,5973.0,1,2,2,19795.0,613.0,0.062,1,0.868,0.86,0.942,0.923,3.62,690.0,0.407,139.0,0.321,1,0.4532,1
C021350,29,Female,Married,Associate,Contract,South,8.3,150000.0,5.0,195121.0,7333.0,5,1,4,30152.0,727.0,0.167,1,0.741,0.981,0.938,0.911,5.18,3156.0,0.111,63.0,0.281,2,0.1849,0
C021351,53,Male,Married,Bachelor,Salaried,South,6.6,150000.0,6.6,25524.0,9587.0,4,2,2,141101.0,600.0,0.864,1,0.882,0.855,1.0,0.929,8.32,1496.0,0.48,36.0,0.181,2,0.9647,1
C021352,25,Female,Married,Bachelor,Self-employed,Central,12.2,150000.0,12.0,21337.0,5556.0,0,1,4,92694.0,586.0,0.527,1,0.786,0.82,0.948,0.919,3.96,1197.0,0.511,115.0,0.123,3,0.896,1
C021353,48,Female,Single,Bachelor,Salaried,North,5.5,150000.0,1.0,26745.0,9622.0,5,1,0,11691.0,725.0,0.074,1,1.0,0.894,0.889,0.591,9.84,5840.0,0.954,131.0,0.188,1,0.0313,0
C021354,18,Male,Married,Associate,Salaried,North,3.9,150000.0,2.0,56517.0,10916.0,3,0,1,31624.0,807.0,0.184,0,0.569,0.68,0.583,0.621,4.51,2767.0,0.125,17.0,0.204,0,0.0204,0
C021355,64,Male,Single,Associate,Self-employed,West,15.3,150000.0,7.0,17720.0,8141.0,5,0,0,20029.0,726.0,0.143,1,0.965,0.916,0.935,0.671,5.03,1507.0,0.11,46.0,0.281,0,0.0147,0
C021356,55,Male,Married,Master,Salaried,North,5.8,150000.0,5.0,17273.0,5085.0,5,1,1,23937.0,680.0,0.135,1,0.899,0.95,1.0,0.793,2.58,1194.0,0.218,53.0,0.073,1,0.0657,0
C021357,24,Male,Single,Bachelor,Self-employed,East,4.3,150000.0,4.3,9154.0,10314.0,3,1,0,15544.0,748.0,0.12,1,0.823,0.928,0.925,0.982,10.94,630.0,0.489,9.0,0.323,1,0.071,0
C021358,48,Female,Married,Bachelor,Salaried,East,1.2,150000.0,1.2,13254.0,8060.0,5,0,0,33102.0,778.0,0.205,1,0.881,0.965,0.943,0.686,6.66,1569.0,0.342,43.0,0.402,0,0.0132,0
C021359,44,Male,Married,Associate,Salaried,East,8.1,150000.0,8.1,38237.0,9381.0,5,1,1,21753.0,693.0,0.098,1,0.802,0.96,0.827,0.919,7.96,1211.0,0.99,18.0,0.304,1,0.0438,0
C021360,59,Female,Single,Bachelor,Salaried,East,7.3,150000.0,7.3,26601.0,7305.0,1,3,4,48005.0,584.0,0.3,0,0.714,0.564,0.689,0.592,17.31,1767.0,0.619,44.0,0.187,2,0.9956,1
C021361,48,Female,Married,Bachelor,Salaried,East,7.0,150000.0,7.0,13493.0,9463.0,3,0,0,16959.0,752.0,0.119,1,0.941,1.0,0.893,0.871,2.91,3429.0,0.907,69.0,0.161,0,0.0039,0
C021362,46,Female,Married,Associate,Salaried,South,9.2,150000.0,8.0,39328.0,7372.0,5,0,2,22476.0,721.0,0.138,1,0.993,0.889,0.902,0.775,25.69,2170.0,0.386,11.0,0.583,0,0.2173,0
C021363,69,Female,Married,Bachelor,Salaried,East,4.0,150000.0,4.0,12019.0,6624.0,3,0,6,16993.0,743.0,0.097,1,0.903,1.0,0.886,0.877,11.03,2280.0,0.403,34.0,0.0,1,0.2859,0
C021364,50,Female,Married,Bachelor,Unemployed,South,8.0,150000.0,8.0,7299.0,5765.0,2,0,2,30716.0,755.0,0.17,1,0.98,0.888,0.987,0.731,4.53,2149.0,0.041,45.0,0.059,0,0.0244,0
C021365,68,Male,Single,Associate,Self-employed,North,8.7,150000.0,8.7,20057.0,6724.0,0,0,4,17356.0,639.0,0.128,1,0.984,0.946,1.0,0.727,3.63,992.0,0.655,11.0,0.229,1,0.2116,0
C021366,72,Female,Single,Master,Contract,West,4.6,150000.0,4.6,76989.0,6610.0,0,0,0,5000.0,742.0,0.039,1,0.927,0.917,1.0,0.835,5.15,618.0,0.074,102.0,0.162,0,0.0098,0
C021367,70,Female,Single,Master,Salaried,Central,9.5,150000.0,9.5,38966.0,9030.0,3,5,1,24321.0,579.0,0.185,1,0.945,0.965,0.947,0.856,6.58,894.0,0.345,11.0,0.041,1,0.9803,1
C021368,77,Other,Married,Bachelor,Salaried,North,4.4,150000.0,4.0,4401.0,6534.0,0,0,1,20019.0,743.0,0.126,1,0.751,0.824,0.928,0.895,8.76,2901.0,0.809,17.0,0.268,0,0.0303,0
C021369,61,Female,Married,Bachelor,Salaried,West,3.7,150000.0,3.7,25282.0,8487.0,1,2,1,17996.0,668.0,0.145,1,0.987,0.936,0.922,0.969,8.22,871.0,0.88,18.0,0.0,1,0.1786,0
C021370,52,Male,Single,Associate,Salaried,North,6.7,150000.0,6.7,10266.0,7908.0,2,0,1,25617.0,710.0,0.159,1,0.807,0.966,0.851,0.924,2.75,2324.0,0.244,23.0,0.0,0,0.0434,0
C021371,50,Female,Married,Bachelor,Contract,South,4.5,150000.0,4.5,64504.0,8235.0,4,0,2,22100.0,719.0,0.207,1,0.944,0.866,0.832,0.942,6.73,3421.0,0.285,74.0,0.075,0,0.0573,0
C021372,30,Female,Single,Master,Contract,Central,4.0,150000.0,1.0,125596.0,7301.0,4,0,0,5546.0,789.0,0.04,1,0.981,0.877,1.0,0.858,6.12,1388.0,0.51,53.0,0.198,0,0.0076,0
C021373,69,Male,Married,Master,Contract,South,9.3,150000.0,3.0,47084.0,9736.0,5,2,2,17916.0,632.0,0.162,1,0.825,0.996,0.885,0.815,4.19,4797.0,0.65,119.0,0.256,1,0.444,1
C021374,60,Female,Single,Master,Self-employed,South,3.9,150000.0,3.9,12050.0,10980.0,0,0,3,115801.0,618.0,0.671,0,0.685,0.584,0.578,0.498,1.29,2235.0,0.978,19.0,0.338,1,0.8935,1
C021375,72,Female,Single,Master,Unemployed,East,2.7,150000.0,2.7,33894.0,5898.0,1,0,4,79487.0,647.0,0.448,1,0.886,0.998,0.921,0.728,4.7,4856.0,0.115,23.0,0.011,2,0.4451,1
C021376,61,Female,Single,Master,Salaried,North,0.4,150000.0,0.4,29451.0,7677.0,4,0,0,49426.0,764.0,0.294,1,0.957,0.933,0.919,0.698,2.09,500.0,0.692,134.0,0.131,0,0.0163,0
C021377,47,Female,Married,Bachelor,Salaried,South,3.2,150000.0,3.2,79860.0,10272.0,1,0,6,18126.0,684.0,0.129,1,0.985,0.966,0.831,0.8,10.53,8749.0,0.067,94.0,0.247,1,0.3342,0
C021378,36,Female,Single,Associate,Self-employed,West,6.1,150000.0,6.1,2371.0,11003.0,5,0,2,100828.0,705.0,0.597,0,0.769,0.614,0.64,0.494,7.98,1223.0,0.525,88.0,0.585,1,0.7252,1
C021379,79,Female,Divorced,PhD,Salaried,Central,4.4,150000.0,4.4,7805.0,8863.0,1,0,1,25593.0,727.0,0.187,1,0.952,0.93,0.936,0.856,4.87,1314.0,0.634,44.0,0.19,0,0.0188,0
C021380,63,Male,Married,Master,Salaried,West,7.9,150000.0,2.0,105391.0,5998.0,5,0,1,13484.0,755.0,0.117,1,0.904,0.959,0.981,0.637,5.91,1093.0,0.416,68.0,0.114,0,0.0117,0
C021381,72,Male,Married,High School,Salaried,South,3.7,150000.0,3.7,3088.0,6522.0,0,0,0,14116.0,720.0,0.095,0,0.604,0.647,0.599,0.822,5.14,722.0,0.471,59.0,0.385,0,0.051,0
C021382,54,Male,Married,High School,Salaried,Central,0.9,150000.0,0.9,28187.0,7697.0,1,5,0,39783.0,550.0,0.225,1,0.998,0.998,0.847,0.872,3.21,1332.0,0.833,54.0,0.028,1,0.9839,1
C021383,49,Female,Single,Bachelor,Salaried,Central,6.3,150000.0,6.3,22369.0,10740.0,1,0,4,11090.0,791.0,0.136,1,0.762,0.887,0.814,0.787,4.44,1050.0,0.851,81.0,0.254,1,0.0979,0
C021384,20,Female,Single,Master,Salaried,West,6.6,150000.0,5.0,98110.0,6665.0,4,0,4,25133.0,756.0,0.198,1,0.792,0.951,0.983,0.773,1.94,2379.0,0.472,130.0,0.388,1,0.1129,0
C021385,22,Female,Single,High School,Unemployed,East,8.3,150000.0,4.0,12158.0,5000.0,3,0,1,30317.0,765.0,0.174,1,0.852,0.934,0.962,0.859,2.78,1308.0,0.758,61.0,0.255,0,0.0332,0
C021386,61,Male,Married,Bachelor,Contract,South,5.8,150000.0,5.0,28401.0,9030.0,1,1,6,61485.0,683.0,0.352,1,0.865,0.749,1.0,0.759,7.8,4814.0,0.357,13.0,0.128,2,0.7517,1
C021387,31,Male,Single,Bachelor,Unemployed,West,9.5,150000.0,2.0,9094.0,10969.0,3,2,0,51904.0,660.0,0.335,1,0.848,0.935,0.913,0.988,4.08,1665.0,0.565,33.0,0.39,1,0.4247,0
C021388,23,Other,Married,Bachelor,Self-employed,East,6.1,150000.0,6.1,37509.0,10679.0,2,0,6,23244.0,728.0,0.211,1,0.872,0.922,0.965,0.841,10.42,1524.0,0.874,109.0,0.199,1,0.445,1
C021389,66,Male,Married,Bachelor,Salaried,East,3.1,150000.0,3.1,28274.0,5627.0,1,0,5,77907.0,660.0,0.436,1,0.931,0.936,0.83,0.643,1.75,656.0,0.48,28.0,0.418,2,0.4287,0
C021390,56,Male,Divorced,High School,Self-employed,North,4.2,150000.0,4.2,48202.0,8879.0,5,3,0,35566.0,588.0,0.216,1,0.88,0.927,1.0,0.97,5.16,7121.0,0.754,18.0,0.687,1,0.4878,1
C021391,24,Female,Married,Bachelor,Salaried,Central,9.4,150000.0,4.0,34469.0,6053.0,0,0,0,16768.0,763.0,0.093,1,0.819,0.773,0.993,0.605,3.26,1845.0,0.167,21.0,0.142,0,0.0131,0
C021392,48,Female,Married,High School,Self-employed,Central,3.8,150000.0,3.8,23356.0,6357.0,5,0,2,20012.0,731.0,0.099,1,0.939,0.902,0.888,0.492,2.25,1152.0,0.556,39.0,0.162,0,0.0903,0
C021393,47,Male,Single,Bachelor,Unemployed,East,1.5,150000.0,1.5,70725.0,9532.0,2,0,0,17498.0,729.0,0.069,1,1.0,0.946,0.978,0.658,4.57,3434.0,0.465,38.0,0.389,0,0.0189,0
C021394,18,Male,Divorced,Bachelor,Unemployed,East,7.3,150000.0,7.3,64324.0,5033.0,4,0,2,19503.0,759.0,0.079,1,0.834,0.931,0.924,0.794,1.97,1027.0,0.241,41.0,0.407,0,0.0332,0
C021395,55,Female,Single,High School,Salaried,Central,6.1,150000.0,6.1,15586.0,7718.0,3,0,1,8956.0,773.0,0.07,1,1.0,0.98,0.941,0.61,4.25,2178.0,0.244,70.0,0.0,0,0.0175,0
C021396,42,Male,Single,PhD,Self-employed,East,1.1,150000.0,1.1,43741.0,7309.0,0,0,1,7146.0,763.0,0.051,1,0.866,0.941,0.921,0.905,4.82,2845.0,0.101,57.0,0.449,0,0.0142,0
C021397,72,Male,Married,Bachelor,Contract,North,6.5,150000.0,1.0,20300.0,11071.0,2,1,1,19634.0,698.0,0.207,1,0.803,0.9,1.0,0.799,4.48,1696.0,0.185,8.0,0.137,1,0.1161,0
C021398,25,Male,Divorced,Associate,Salaried,North,2.7,150000.0,2.7,34311.0,5106.0,3,0,2,72670.0,698.0,0.419,1,0.975,0.888,0.949,0.865,2.41,1581.0,0.885,37.0,0.387,0,0.0879,0
C021399,70,Male,Single,Bachelor,Self-employed,East,4.5,177563.0,2.0,46879.0,11512.0,0,0,0,43046.0,746.0,0.226,1,1.0,0.988,0.957,0.767,5.1,506.0,0.434,88.0,0.405,0,0.0155,0
C021400,18,Male,Divorced,Bachelor,Salaried,East,3.0,150000.0,3.0,96814.0,9805.0,4,3,1,27274.0,673.0,0.122,0,0.721,0.604,0.593,0.66,6.12,509.0,0.95,71.0,0.15,1,0.9064,1
C021401,65,Female,Married,PhD,Salaried,North,6.8,150000.0,2.0,6208.0,6013.0,3,0,0,9705.0,760.0,0.046,1,0.944,1.0,1.0,1.0,3.22,11709.0,0.382,161.0,0.128,0,0.0053,0
C021402,66,Male,Married,PhD,Contract,West,3.1,150000.0,3.0,23625.0,10719.0,3,2,4,14602.0,666.0,0.095,1,0.881,0.946,0.941,0.782,3.05,1487.0,0.918,58.0,0.067,2,0.6986,1
C021403,43,Female,Married,Bachelor,Self-employed,East,3.5,150000.0,3.5,65423.0,8097.0,5,1,1,39218.0,702.0,0.225,1,0.951,0.874,0.988,0.655,0.83,1161.0,0.11,35.0,0.05,1,0.0646,0
C021404,35,Female,Married,Master,Contract,East,4.4,150000.0,2.0,51034.0,5966.0,1,0,1,10964.0,783.0,0.059,1,0.917,0.856,0.973,0.554,6.32,5191.0,0.718,20.0,0.158,0,0.0147,0
C021405,26,Male,Married,Associate,Salaried,North,1.8,150000.0,1.8,63524.0,6351.0,0,0,1,34040.0,773.0,0.194,1,0.985,0.897,0.927,0.826,11.93,4064.0,0.632,35.0,0.185,0,0.0191,0
C021406,39,Female,Single,Associate,Contract,South,0.3,150000.0,0.3,32576.0,6879.0,5,0,5,51543.0,685.0,0.378,1,0.834,0.998,0.844,0.859,8.34,2007.0,0.743,77.0,0.455,1,0.4078,0
C021407,59,Male,Married,Associate,Salaried,North,2.9,150000.0,2.9,88458.0,9877.0,2,0,1,5000.0,720.0,0.032,1,0.896,0.901,0.943,0.81,4.4,2923.0,0.491,78.0,0.275,0,0.0202,0
