age,annual_income,loan_amount,credit_score,credit_history_years,debt_to_income_ratio,num_delinquencies,num_open_accounts,recent_credit_inquiries,savings_balance,employment_years,interest_rate,loan_tenure_months,employment_status,rent_or_own,loan_purpose,region,default
50,29367.0,20977.0,757.0,8.0,0.356,0,2,2,77398.0,1.0,14.63,4.0,Self-employed,Own,Other,North,0
58,59793.0,14560.0,722.0,2.0,0.384,0,10,0,8239.0,8.0,12.55,40.0,Salaried,Rent,Medical,North,0
65,32443.0,10000.0,782.0,40.0,0.517,0,1,4,35196.0,1.0,13.5,6.0,Salaried,Rent,Education,East,0
58,86759.0,38738.0,767.0,5.0,0.13,0,5,2,25673.0,5.0,14.09,17.0,Contract,Own,Business,Central,0
26,40147.0,35673.0,696.0,8.0,0.113,0,1,3,4668.0,6.0,12.85,18.0,Salaried,Rent,Other,East,0
32,61157.0,46186.0,649.0,14.0,0.133,0,4,3,193863.0,12.0,16.9,12.0,Salaried,Own,Medical,East,0
35,28895.0,10000.0,726.0,2.0,0.164,2,10,2,10695.0,12.0,14.01,36.0,Salaried,Own,Other,South,0
37,121826.0,24137.0,628.0,15.0,0.25,3,3,0,12537.0,5.0,15.73,30.0,Salaried,Rent,Education,East,0
38,62320.0,13106.0,702.0,13.0,0.066,0,13,6,5483.0,12.0,11.9,30.0,Self-employed,Own,Other,East,0
31,64587.0,22807.0,649.0,2.0,0.263,0,12,2,54058.0,6.0,8.29,18.0,Salaried,Own,Business,East,0
54,94465.0,194852.0,677.0,3.0,0.165,0,3,0,21071.0,12.0,9.56,9.0,Salaried,Own,Debt consolidation,West,0
26,30083.0,43379.0,570.0,7.0,0.347,2,9,2,22024.0,7.0,8.44,36.0,Self-employed,Rent,Medical,West,1
59,42691.0,12497.0,685.0,7.0,0.294,1,3,4,26983.0,3.0,12.87,4.0,Salaried,Own,Other,East,0
53,65744.0,18225.0,697.0,21.0,0.424,0,1,3,16034.0,2.0,7.9,14.0,Salaried,Rent,Medical,East,0
68,22718.0,16788.0,661.0,9.0,0.319,2,1,3,50263.0,5.0,10.75,33.0,Contract,Rent,Home improvement,West,1
21,24100.0,24172.0,685.0,16.0,0.273,0,10,1,24801.0,7.0,12.9,29.0,Self-employed,Own,Education,East,0
35,38113.0,10000.0,630.0,13.0,0.342,0,4,1,40681.0,9.0,10.83,11.0,Salaried,Rent,Other,East,0
65,31967.0,28079.0,733.0,8.0,0.127,0,12,4,24216.0,12.0,18.23,14.0,Salaried,Mortgage,Business,North,0
45,49557.0,10000.0,691.0,15.0,0.203,0,9,0,47706.0,4.0,11.18,11.0,Contract,Mortgage,Medical,South,0
48,79805.0,10000.0,813.0,9.0,0.054,0,3,0,150258.0,7.0,13.77,35.0,Self-employed,Mortgage,Education,North,0
22,90439.0,98840.0,706.0,4.0,0.09,0,11,2,84296.0,14.0,5.78,8.0,Salaried,Rent,Home improvement,Central,0
58,161972.0,16805.0,711.0,8.0,0.144,1,9,5,9569.0,5.0,12.49,42.0,Salaried,Own,Debt consolidation,East,0
33,59134.0,64195.0,664.0,11.0,0.389,0,12,2,54394.0,5.0,17.2,25.0,Salaried,Mortgage,Other,West,0
68,65179.0,11997.0,756.0,16.0,0.031,0,1,2,29772.0,17.0,12.09,32.0,Self-employed,Own,Business,South,0
39,59060.0,10000.0,666.0,2.0,0.551,0,13,3,15875.0,4.0,15.41,21.0,Salaried,Rent,Business,North,0
30,71407.0,10017.0,785.0,23.0,0.433,5,11,0,162417.0,4.0,9.4,32.0,Unemployed,Mortgage,Home improvement,West,0
50,74541.0,165380.0,783.0,22.0,0.132,0,10,0,34878.0,4.0,13.58,6.0,Salaried,Own,Home improvement,South,0
44,99426.0,10000.0,662.0,13.0,0.081,0,9,0,36710.0,3.0,11.04,44.0,Contract,Own,Home improvement,South,0
44,99212.0,83480.0,675.0,4.0,0.228,0,4,5,16233.0,1.0,11.87,8.0,Salaried,Rent,Medical,Central,1
67,79670.0,28536.0,650.0,7.0,0.179,0,7,6,16666.0,11.0,14.69,10.0,Salaried,Mortgage,Home improvement,South,0
38,137392.0,24098.0,616.0,1.0,0.374,1,3,5,33708.0,8.0,10.79,22.0,Salaried,Rent,Medical,South,1
40,60762.0,12564.0,706.0,12.0,0.164,0,8,1,51174.0,4.0,15.61,35.0,Salaried,Rent,Debt consolidation,North,0
51,42772.0,11205.0,690.0,4.0,0.017,2,2,0,24092.0,12.0,8.22,10.0,Self-employed,Rent,Business,Central,0
29,46797.0,33627.0,726.0,17.0,0.372,1,7,6,30141.0,1.0,11.41,13.0,Contract,Mortgage,Business,North,1
61,56488.0,59246.0,687.0,11.0,0.339,0,1,4,15787.0,2.0,8.86,32.0,Salaried,Mortgage,Debt consolidation,East,0
32,32991.0,25520.0,738.0,8.0,0.118,5,9,3,19968.0,4.0,5.0,10.0,Unemployed,Mortgage,Education,Central,1
32,42730.0,38356.0,687.0,20.0,0.446,0,5,0,13091.0,13.0,9.26,16.0,Salaried,Rent,Business,South,0
21,31987.0,16007.0,679.0,7.0,0.331,1,11,1,35870.0,1.0,6.67,4.0,Salaried,Mortgage,Other,Central,0
37,72343.0,112399.0,695.0,9.0,0.142,0,11,5,24437.0,14.0,12.86,19.0,Salaried,Own,Education,South,0
49,72737.0,26343.0,732.0,17.0,0.056,0,4,3,3959.0,6.0,9.98,31.0,Self-employed,Rent,Medical,Central,0
55,22631.0,101205.0,670.0,9.0,0.624,0,3,1,12955.0,10.0,9.02,64.0,Salaried,Rent,Debt consolidation,West,1
65,41783.0,10680.0,740.0,34.0,0.304,0,2,0,7691.0,10.0,15.2,21.0,Salaried,Own,Business,West,0
59,163383.0,21295.0,649.0,3.0,0.333,0,5,1,11455.0,3.0,12.55,13.0,Salaried,Own,Home improvement,North,0
36,84658.0,49199.0,673.0,7.0,0.156,0,3,3,112457.0,4.0,17.46,1.0,Contract,Mortgage,Medical,East,0
61,76871.0,24502.0,587.0,12.0,0.136,0,12,4,38943.0,6.0,10.64,21.0,Contract,Mortgage,Education,South,1
30,41550.0,32477.0,671.0,2.0,0.34,0,3,2,59125.0,5.0,10.41,31.0,Contract,Rent,Medical,East,0
31,70123.0,10579.0,628.0,5.0,0.284,0,12,4,42566.0,3.0,10.64,17.0,Salaried,Own,Medical,West,1
38,59398.0,16251.0,720.0,13.0,0.436,0,7,0,12587.0,8.0,12.13,11.0,Contract,Rent,Debt consolidation,East,0
47,38630.0,11424.0,718.0,2.0,0.502,0,1,2,50991.0,2.0,17.52,35.0,Unemployed,Own,Debt consolidation,South,0
30,45634.0,20658.0,757.0,3.0,0.245,1,9,3,120025.0,7.0,15.94,23.0,Salaried,Rent,Other,North,0
65,46203.0,19124.0,781.0,4.0,0.312,0,8,1,104151.0,1.0,12.76,21.0,Salaried,Rent,Medical,West,0
34,26403.0,14812.0,681.0,13.0,0.496,1,13,0,361178.0,3.0,14.19,28.0,Salaried,Rent,Medical,South,0
40,28913.0,35393.0,649.0,9.0,0.565,0,5,3,61563.0,22.0,7.07,27.0,Salaried,Rent,Other,Central,0
50,53653.0,10000.0,716.0,5.0,0.146,0,11,4,27455.0,7.0,9.4,37.0,Salaried,Mortgage,Medical,South,0
42,37556.0,10000.0,669.0,1.0,0.24,1,11,1,143037.0,3.0,11.52,37.0,Salaried,Mortgage,Debt consolidation,Central,0
40,50741.0,14347.0,657.0,4.0,0.07,3,9,3,21322.0,9.0,11.22,34.0,Contract,Rent,Medical,East,1
69,24758.0,110669.0,689.0,3.0,0.055,0,9,3,37185.0,5.0,15.33,10.0,Contract,Rent,Education,North,0
42,93035.0,32287.0,658.0,5.0,0.144,1,1,6,44103.0,3.0,13.93,25.0,Salaried,Own,Debt consolidation,Central,1
26,188012.0,11676.0,803.0,2.0,0.171,0,13,3,20571.0,7.0,11.34,39.0,Unemployed,Mortgage,Medical,North,0
56,105353.0,30754.0,675.0,11.0,0.678,0,12,1,30546.0,7.0,11.59,4.0,Salaried,Rent,Education,South,0
55,111502.0,19918.0,688.0,11.0,0.37,0,4,4,28340.0,2.0,11.47,12.0,Self-employed,Rent,Business,West,0
31,84488.0,29458.0,735.0,8.0,0.453,0,5,2,29861.0,8.0,15.66,47.0,Salaried,Own,Debt consolidation,East,0
62,69291.0,42640.0,810.0,5.0,0.149,2,3,4,3666.0,9.0,9.48,69.0,Salaried,Rent,Other,West,0
40,62792.0,25467.0,678.0,18.0,0.456,4,1,3,38538.0,4.0,10.9,17.0,Salaried,Mortgage,Home improvement,North,1
28,36207.0,24111.0,587.0,7.0,0.375,1,3,5,5076.0,6.0,16.62,6.0,Salaried,Own,Home improvement,South,1
29,87512.0,67163.0,686.0,0.0,0.358,0,13,3,10169.0,3.0,8.62,53.0,Self-employed,Own,Debt consolidation,East,0
56,84702.0,33016.0,596.0,7.0,0.127,0,9,3,37567.0,6.0,13.95,9.0,Salaried,Mortgage,Debt consolidation,West,1
31,46413.0,25492.0,662.0,15.0,0.291,0,2,5,56563.0,12.0,13.68,47.0,Salaried,Own,Medical,West,0
44,79962.0,22735.0,772.0,7.0,0.221,3,5,1,205336.0,9.0,13.09,16.0,Contract,Own,Debt consolidation,East,0
56,40877.0,14409.0,646.0,4.0,0.381,0,13,0,19776.0,9.0,11.08,30.0,Salaried,Rent,Debt consolidation,West,0
62,42335.0,10000.0,632.0,17.0,0.082,1,2,1,21383.0,6.0,15.83,11.0,Self-employed,Rent,Debt consolidation,Central,0
44,91703.0,36417.0,737.0,18.0,0.269,0,9,0,29487.0,10.0,9.96,20.0,Self-employed,Rent,Other,South,0
65,75871.0,57379.0,678.0,4.0,0.186,1,6,1,1574.0,5.0,17.91,7.0,Self-employed,Mortgage,Home improvement,Central,0
35,52703.0,30360.0,757.0,13.0,0.373,0,1,5,14323.0,6.0,8.42,11.0,Salaried,Rent,Home improvement,East,0
63,49453.0,33673.0,675.0,3.0,0.415,0,5,2,8475.0,8.0,14.68,9.0,Salaried,Mortgage,Business,East,0
33,65915.0,11324.0,725.0,1.0,0.383,0,7,3,18510.0,9.0,12.41,50.0,Salaried,Own,Business,South,0
24,21819.0,14085.0,605.0,4.0,0.166,0,9,1,14980.0,16.0,5.0,104.0,Salaried,Rent,Business,Central,0
56,39467.0,10000.0,639.0,3.0,0.314,0,11,4,63162.0,10.0,15.89,17.0,Salaried,Rent,Other,North,1
58,29857.0,18267.0,680.0,20.0,0.237,0,12,0,14638.0,8.0,10.73,6.0,Salaried,Rent,Other,Central,0
66,60266.0,46046.0,668.0,2.0,0.211,0,6,3,98278.0,8.0,8.98,13.0,Salaried,Rent,Debt consolidation,Central,0
66,108960.0,13055.0,827.0,15.0,0.401,2,12,2,16356.0,11.0,11.39,23.0,Salaried,Rent,Other,North,0
26,77842.0,20827.0,746.0,8.0,0.565,1,8,3,40391.0,7.0,12.61,15.0,Salaried,Rent,Debt consolidation,Central,0
51,45192.0,37303.0,744.0,5.0,0.037,0,13,3,18936.0,6.0,10.32,45.0,Self-employed,Rent,Other,North,0
55,40594.0,54507.0,681.0,7.0,0.136,0,12,0,16034.0,8.0,11.33,2.0,Unemployed,Rent,Home improvement,Central,0
50,39552.0,10000.0,613.0,7.0,0.357,0,11,3,25451.0,11.0,9.01,22.0,Salaried,Rent,Business,East,0
21,179834.0,15406.0,782.0,6.0,0.118,0,6,0,29827.0,6.0,10.05,20.0,Salaried,Rent,Education,Central,0
23,62158.0,12661.0,601.0,6.0,0.183,0,8,0,25206.0,9.0,13.36,9.0,Salaried,Own,Other,Central,0
53,66827.0,11413.0,660.0,5.0,0.114,3,12,6,23326.0,9.0,15.93,21.0,Salaried,Mortgage,Medical,West,1
62,18749.0,16527.0,722.0,3.0,0.352,0,3,0,6291.0,10.0,11.14,48.0,Self-employed,Rent,Education,East,0
29,31272.0,10000.0,833.0,8.0,0.156,0,12,4,30495.0,4.0,7.9,8.0,Salaried,Rent,Medical,East,0
23,58437.0,16719.0,786.0,10.0,0.395,0,7,1,23077.0,5.0,9.18,32.0,Salaried,Rent,Business,East,0
40,45525.0,22612.0,724.0,2.0,0.524,0,2,2,36926.0,8.0,13.71,13.0,Unemployed,Own,Medical,North,0
36,64420.0,10073.0,808.0,7.0,0.105,0,11,2,38687.0,5.0,15.28,9.0,Salaried,Mortgage,Other,West,0
69,63955.0,15348.0,663.0,14.0,0.188,0,5,5,21114.0,13.0,8.09,18.0,Salaried,Own,Business,West,0
66,83304.0,22352.0,715.0,5.0,0.367,1,5,1,22557.0,9.0,15.3,22.0,Salaried,Rent,Medical,North,0
48,21417.0,24098.0,770.0,14.0,0.487,0,13,0,51416.0,2.0,10.29,18.0,Contract,Rent,Business,Central,0
67,32602.0,10000.0,613.0,3.0,0.19,0,12,6,152074.0,2.0,12.07,15.0,Salaried,Rent,Business,South,1
32,56682.0,37242.0,711.0,5.0,0.148,0,7,0,5732.0,4.0,14.96,22.0,Salaried,Mortgage,Other,East,0
69,41937.0,37920.0,714.0,9.0,0.033,0,6,1,57703.0,4.0,14.61,55.0,Salaried,Mortgage,Home improvement,South,0
42,50481.0,12622.0,713.0,10.0,0.23,0,13,4,18510.0,8.0,13.23,22.0,Self-employed,Own,Education,South,0
44,63574.0,77533.0,633.0,3.0,0.01,0,13,2,20503.0,2.0,9.55,19.0,Self-employed,Rent,Other,East,0
23,39747.0,31004.0,714.0,29.0,0.161,0,10,0,99393.0,8.0,12.11,33.0,Self-employed,Own,Education,Central,0
29,66553.0,27818.0,706.0,3.0,0.205,1,5,1,18964.0,6.0,8.14,35.0,Self-employed,Own,Debt consolidation,Central,0
30,80756.0,36765.0,660.0,4.0,0.605,0,12,1,32748.0,10.0,11.78,39.0,Salaried,Own,Other,North,0
44,62056.0,10150.0,733.0,3.0,0.449,2,6,2,31342.0,11.0,9.49,5.0,Salaried,Own,Business,Central,0
30,89001.0,16898.0,764.0,4.0,0.479,0,1,3,80656.0,14.0,8.21,38.0,Salaried,Rent,Debt consolidation,North,0
26,18122.0,35003.0,651.0,22.0,0.576,0,11,1,21070.0,12.0,10.58,24.0,Contract,Mortgage,Other,South,0
50,43377.0,12108.0,717.0,6.0,0.331,0,7,1,59959.0,8.0,11.19,15.0,Salaried,Rent,Debt consolidation,Central,0
63,97810.0,16910.0,766.0,2.0,0.29,0,10,2,414154.0,14.0,13.16,6.0,Contract,Mortgage,Business,North,0
24,37220.0,34571.0,767.0,13.0,0.245,0,2,4,31889.0,6.0,14.08,9.0,Self-employed,Mortgage,Debt consolidation,North,0
48,34543.0,27789.0,681.0,5.0,0.31,3,2,4,51372.0,3.0,9.8,88.0,Salaried,Own,Business,Central,1
68,55857.0,22375.0,749.0,5.0,0.206,0,3,0,36630.0,1.0,7.83,9.0,Salaried,Own,Education,South,0
40,59307.0,23085.0,677.0,7.0,0.56,0,10,2,15891.0,7.0,8.33,5.0,Unemployed,Own,Business,West,0
29,44619.0,19319.0,735.0,13.0,0.041,0,12,4,8017.0,16.0,10.13,11.0,Salaried,Mortgage,Home improvement,West,0
24,165044.0,41755.0,649.0,17.0,0.03,0,12,3,35070.0,9.0,13.14,17.0,Salaried,Own,Business,Central,0
66,70092.0,105614.0,606.0,7.0,0.279,2,4,0,41280.0,12.0,5.4,47.0,Salaried,Own,Medical,North,0
40,36440.0,27433.0,719.0,1.0,0.161,0,3,0,91323.0,10.0,7.68,8.0,Salaried,Rent,Education,South,0
26,27127.0,57614.0,738.0,2.0,0.25,0,6,4,284979.0,13.0,14.22,32.0,Unemployed,Own,Home improvement,North,0
63,74837.0,15875.0,729.0,5.0,0.07,0,3,2,52772.0,12.0,14.74,6.0,Salaried,Rent,Debt consolidation,West,0
60,35968.0,13211.0,645.0,4.0,0.454,1,5,4,36963.0,4.0,12.32,21.0,Contract,Own,Home improvement,Central,1
55,195622.0,12196.0,554.0,3.0,0.318,0,7,2,23781.0,4.0,7.71,39.0,Salaried,Own,Debt consolidation,West,0
25,75763.0,11062.0,738.0,12.0,0.155,4,10,1,13703.0,1.0,13.12,81.0,Salaried,Rent,Debt consolidation,North,0
25,81470.0,17674.0,770.0,4.0,0.312,0,2,2,28144.0,9.0,10.97,37.0,Contract,Mortgage,Medical,East,0
31,68650.0,42812.0,586.0,5.0,0.329,0,9,1,4454.0,7.0,10.93,14.0,Self-employed,Rent,Other,South,0
28,110953.0,46733.0,673.0,7.0,0.386,0,2,0,63753.0,3.0,13.33,12.0,Self-employed,Rent,Other,West,0
47,16035.0,15029.0,638.0,9.0,0.296,0,9,3,39953.0,15.0,15.12,10.0,Contract,Rent,Home improvement,South,0
40,30890.0,17276.0,704.0,9.0,0.471,5,7,3,58505.0,2.0,11.48,14.0,Contract,Mortgage,Business,North,1
58,105744.0,21993.0,764.0,11.0,0.01,3,9,1,8413.0,16.0,10.45,23.0,Self-employed,Rent,Medical,North,0
25,136669.0,26254.0,677.0,5.0,0.363,0,3,2,41266.0,13.0,14.25,27.0,Salaried,Own,Medical,North,0
56,30351.0,34202.0,662.0,5.0,0.132,5,6,6,13694.0,21.0,11.87,17.0,Salaried,Rent,Debt consolidation,West,1
66,22021.0,16328.0,712.0,2.0,0.158,0,9,0,63776.0,2.0,12.57,6.0,Contract,Own,Medical,North,0
27,65653.0,18952.0,573.0,5.0,0.362,0,13,2,9277.0,5.0,12.3,43.0,Salaried,Rent,Debt consolidation,South,1
52,78196.0,60841.0,736.0,3.0,0.386,0,1,2,66314.0,5.0,15.16,22.0,Salaried,Own,Debt consolidation,North,0
45,64930.0,17873.0,748.0,10.0,0.169,3,6,0,32428.0,6.0,17.06,7.0,Salaried,Rent,Medical,North,0
25,57942.0,14315.0,690.0,20.0,0.276,1,4,0,44264.0,12.0,14.24,18.0,Salaried,Rent,Medical,North,0
35,21622.0,20658.0,666.0,8.0,0.186,0,1,2,405560.0,8.0,14.14,8.0,Salaried,Mortgage,Medical,Central,0
59,48715.0,23356.0,675.0,10.0,0.429,0,10,3,11296.0,12.0,11.42,5.0,Contract,Rent,Other,North,0
63,52879.0,10000.0,675.0,8.0,0.228,0,7,1,25766.0,6.0,9.76,5.0,Salaried,Own,Education,South,0
39,44288.0,15792.0,687.0,5.0,0.343,0,2,5,31261.0,9.0,10.74,6.0,Self-employed,Rent,Business,West,0
26,20841.0,30181.0,604.0,5.0,0.593,1,9,3,79387.0,5.0,17.98,48.0,Salaried,Rent,Other,Central,1
32,82587.0,99049.0,713.0,6.0,0.25,0,6,0,58983.0,5.0,11.64,63.0,Salaried,Rent,Other,East,0
62,96391.0,14814.0,670.0,6.0,0.394,4,1,3,118025.0,7.0,12.9,12.0,Self-employed,Rent,Business,West,1
48,38675.0,39091.0,691.0,8.0,0.092,2,13,2,70121.0,5.0,8.9,23.0,Salaried,Own,Education,South,0
42,54053.0,25195.0,658.0,6.0,0.161,0,5,0,13325.0,25.0,6.52,22.0,Contract,Rent,Home improvement,North,0
21,45556.0,52576.0,711.0,5.0,0.175,0,4,5,42472.0,5.0,11.62,28.0,Salaried,Own,Education,Central,0
59,45800.0,13848.0,763.0,13.0,0.322,0,10,4,111322.0,7.0,11.49,28.0,Salaried,Rent,Business,West,0
43,78530.0,50382.0,701.0,6.0,0.368,2,8,0,11367.0,7.0,10.29,20.0,Salaried,Rent,Other,Central,0
47,79581.0,63042.0,600.0,6.0,0.421,0,12,2,25976.0,3.0,11.15,44.0,Salaried,Rent,Debt consolidation,Central,0
62,108134.0,65086.0,690.0,18.0,0.229,0,2,6,15765.0,13.0,12.22,13.0,Salaried,Own,Debt consolidation,East,0
48,106901.0,64251.0,702.0,10.0,0.338,0,13,3,42788.0,6.0,18.65,27.0,Salaried,Own,Home improvement,North,0
66,54476.0,25416.0,687.0,1.0,0.176,0,4,4,45796.0,4.0,8.2,45.0,Self-employed,Rent,Medical,West,0
48,285831.0,34157.0,648.0,21.0,0.291,1,12,2,7105.0,3.0,8.61,2.0,Salaried,Rent,Home improvement,West,0
37,140431.0,16080.0,687.0,13.0,0.46,0,11,0,4732.0,10.0,11.63,24.0,Contract,Rent,Education,Central,0
66,41690.0,10000.0,736.0,1.0,0.408,0,1,2,65990.0,7.0,7.24,31.0,Contract,Rent,Business,South,0
52,64192.0,26686.0,674.0,11.0,0.156,5,13,3,28266.0,11.0,5.83,20.0,Self-employed,Mortgage,Medical,North,1
58,20086.0,19521.0,766.0,7.0,0.176,4,6,2,21970.0,6.0,13.21,4.0,Self-employed,Rent,Medical,North,1
32,60779.0,45356.0,654.0,5.0,0.185,0,2,1,35758.0,3.0,13.23,8.0,Self-employed,Rent,Other,West,0
53,150322.0,42044.0,633.0,9.0,0.306,0,6,0,5446.0,7.0,14.44,11.0,Salaried,Rent,Medical,Central,0
48,276431.0,10000.0,677.0,25.0,0.104,3,11,0,92430.0,27.0,16.33,18.0,Salaried,Mortgage,Debt consolidation,West,0
26,56011.0,127308.0,578.0,14.0,0.136,0,12,6,12585.0,5.0,14.21,27.0,Salaried,Own,Education,Central,1
33,71983.0,29469.0,690.0,2.0,0.345,1,6,3,25153.0,9.0,15.96,17.0,Salaried,Rent,Home improvement,Central,0
65,83527.0,10000.0,672.0,4.0,0.549,1,9,0,130792.0,12.0,13.97,11.0,Salaried,Rent,Home improvement,West,0
48,177875.0,10000.0,728.0,9.0,0.223,2,11,3,55897.0,6.0,14.3,11.0,Salaried,Rent,Debt consolidation,North,0
58,34869.0,10000.0,596.0,9.0,0.541,0,1,3,5290.0,5.0,9.27,10.0,Contract,Mortgage,Other,Central,1
29,257953.0,39055.0,732.0,6.0,0.2,0,13,2,24591.0,3.0,17.56,42.0,Salaried,Rent,Debt consolidation,West,0
31,50292.0,14837.0,698.0,6.0,0.234,0,7,5,20383.0,7.0,12.38,36.0,Salaried,Rent,Other,North,0
67,31458.0,11728.0,777.0,1.0,0.194,0,13,1,12690.0,4.0,8.76,7.0,Self-employed,Rent,Debt consolidation,West,0
41,50343.0,13589.0,681.0,9.0,0.484,0,12,4,3430.0,6.0,11.79,20.0,Salaried,Mortgage,Debt consolidation,East,0
64,38358.0,17580.0,709.0,15.0,0.237,0,6,1,23256.0,10.0,10.9,16.0,Unemployed,Own,Education,East,0
60,75402.0,33919.0,725.0,19.0,0.169,0,4,1,10664.0,7.0,14.5,47.0,Salaried,Own,Debt consolidation,East,0
37,24129.0,10000.0,578.0,21.0,0.401,0,11,3,47023.0,8.0,14.56,4.0,Salaried,Rent,Other,East,1
67,64725.0,10000.0,751.0,3.0,0.131,0,12,1,5439.0,8.0,12.13,5.0,Salaried,Rent,Debt consolidation,West,0
59,86265.0,31219.0,683.0,10.0,0.215,0,8,0,45465.0,4.0,14.38,27.0,Salaried,Own,Business,South,0
27,135342.0,14107.0,620.0,11.0,0.355,1,4,5,225265.0,7.0,12.25,27.0,Unemployed,Rent,Medical,West,1
25,87058.0,34088.0,686.0,4.0,0.387,0,6,2,20096.0,7.0,9.65,6.0,Salaried,Mortgage,Business,West,0
27,130836.0,15167.0,754.0,9.0,0.301,0,10,2,271442.0,5.0,14.3,16.0,Unemployed,Mortgage,Business,West,0
57,42911.0,71762.0,671.0,8.0,0.249,0,12,0,13649.0,15.0,13.8,42.0,Salaried,Rent,Home improvement,Central,0
28,74370.0,25758.0,696.0,14.0,0.489,2,8,4,49373.0,7.0,10.63,10.0,Salaried,Rent,Debt consolidation,West,1
34,17570.0,55254.0,580.0,11.0,0.278,0,8,2,53943.0,7.0,7.24,8.0,Salaried,Rent,Debt consolidation,South,1
42,56236.0,32478.0,643.0,5.0,0.08,0,4,0,11264.0,24.0,12.3,23.0,Salaried,Own,Education,South,0
27,74066.0,33986.0,729.0,6.0,0.418,1,7,2,8845.0,3.0,10.61,24.0,Salaried,Rent,Education,South,0
37,77845.0,12528.0,748.0,1.0,0.189,0,2,1,16132.0,4.0,13.34,9.0,Salaried,Rent,Business,Central,0
54,25191.0,52867.0,702.0,2.0,0.239,0,12,4,15360.0,8.0,11.37,48.0,Contract,Rent,Medical,Central,0
68,48311.0,25895.0,722.0,5.0,0.089,0,12,1,91362.0,5.0,9.52,13.0,Self-employed,Rent,Debt consolidation,East,0
44,52161.0,10771.0,668.0,11.0,0.432,0,10,1,12087.0,9.0,8.01,35.0,Salaried,Rent,Debt consolidation,Central,0
57,47288.0,10000.0,691.0,15.0,0.209,0,11,2,19075.0,4.0,12.62,16.0,Self-employed,Rent,Business,West,0
46,89210.0,24464.0,632.0,10.0,0.542,0,1,2,28469.0,6.0,18.5,34.0,Salaried,Rent,Medical,North,0
43,53143.0,68248.0,663.0,14.0,0.098,1,1,1,50338.0,10.0,8.73,59.0,Salaried,Mortgage,Medical,West,0
46,63236.0,11155.0,688.0,18.0,0.37,0,8,3,11332.0,8.0,13.95,7.0,Salaried,Rent,Debt consolidation,North,0
67,45739.0,10877.0,604.0,11.0,0.374,2,8,2,9638.0,3.0,5.0,11.0,Self-employed,Own,Business,West,1
23,107544.0,17375.0,822.0,26.0,0.287,0,12,5,35735.0,10.0,10.12,11.0,Salaried,Mortgage,Education,East,0
46,112036.0,50308.0,651.0,5.0,0.083,0,7,1,39090.0,9.0,7.55,28.0,Contract,Rent,Other,East,0
23,50535.0,10000.0,702.0,3.0,0.14,0,1,5,292180.0,5.0,7.96,12.0,Contract,Mortgage,Medical,South,0
63,287168.0,13526.0,621.0,4.0,0.254,0,3,1,13912.0,3.0,14.4,5.0,Salaried,Rent,Home improvement,East,0
50,39279.0,10360.0,524.0,9.0,0.147,0,9,4,102916.0,4.0,13.09,15.0,Contract,Mortgage,Other,West,1
23,104189.0,33576.0,784.0,6.0,0.19,0,9,6,20936.0,5.0,12.91,17.0,Salaried,Rent,Business,North,0
51,35488.0,19791.0,693.0,3.0,0.299,0,6,2,11500.0,11.0,9.46,11.0,Salaried,Mortgage,Education,Central,0
42,91598.0,16985.0,570.0,7.0,0.437,0,11,2,54096.0,5.0,13.98,56.0,Contract,Rent,Debt consolidation,Central,0
23,87750.0,19244.0,634.0,7.0,0.269,1,5,3,32828.0,9.0,7.83,6.0,Contract,Mortgage,Debt consolidation,East,0
68,34322.0,39681.0,804.0,9.0,0.211,0,7,1,14786.0,3.0,8.98,2.0,Self-employed,Mortgage,Medical,East,0
39,55724.0,51083.0,717.0,5.0,0.114,3,9,4,58548.0,7.0,13.72,2.0,Salaried,Mortgage,Debt consolidation,East,1
22,167252.0,47499.0,548.0,7.0,0.419,0,1,6,20488.0,16.0,12.79,10.0,Salaried,Rent,Medical,North,1
51,38259.0,33913.0,662.0,6.0,0.091,0,12,4,61235.0,4.0,13.74,23.0,Salaried,Rent,Business,North,0
39,74684.0,62189.0,680.0,6.0,0.373,4,3,2,21780.0,7.0,10.58,12.0,Salaried,Rent,Debt consolidation,North,1
53,72007.0,10952.0,719.0,25.0,0.122,0,3,2,18475.0,5.0,12.31,22.0,Salaried,Mortgage,Business,North,0
28,58498.0,29459.0,690.0,9.0,0.213,0,8,4,11775.0,3.0,12.47,11.0,Salaried,Mortgage,Education,South,0
61,23107.0,128212.0,595.0,3.0,0.496,0,6,2,30789.0,7.0,15.82,6.0,Self-employed,Rent,Debt consolidation,West,1
41,94442.0,10000.0,655.0,7.0,0.565,2,12,2,22933.0,9.0,8.55,22.0,Salaried,Own,Debt consolidation,West,1
41,60258.0,14755.0,640.0,2.0,0.513,0,7,0,45237.0,11.0,17.57,5.0,Salaried,Own,Home improvement,West,0
60,109877.0,10129.0,731.0,3.0,0.383,5,9,0,6790.0,3.0,9.3,14.0,Contract,Rent,Other,East,1
47,68014.0,27352.0,660.0,24.0,0.263,0,6,0,18466.0,11.0,8.81,32.0,Self-employed,Mortgage,Education,South,0
21,62035.0,64755.0,659.0,14.0,0.05,0,13,3,93610.0,19.0,9.72,51.0,Self-employed,Rent,Debt consolidation,North,0
49,73489.0,32963.0,676.0,4.0,0.102,0,13,3,29542.0,10.0,11.6,34.0,Salaried,Rent,Other,South,0
